number oder,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,PreTest,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,Date
293,male,group C,some high school,standard,completed,63,60,57,10-May,sometimes,no,2,school_bus,9/19/2022
294,female,group E,bachelor's degree,standard,none,65,73,75,< 5,never,NULL,3,school_bus,9/20/2022
295,male,group D,high school,free/reduced,completed,78,77,80,,sometimes,yes,0,private,9/21/2022
296,male,group B,associate's degree,free/reduced,none,67,62,60,> 10,sometimes,yes,2,private,9/22/2022
297,male,group A,some high school,standard,completed,46,41,43,10-May,regularly,no,3,private,9/23/2022
298,male,NULL,associate's degree,standard,completed,71,74,68,10-May,never,yes,3,private,9/24/2022
299,male,group C,high school,free/reduced,completed,40,46,50,10-May,NULL,no,1,school_bus,9/25/2022
300,male,group D,associate's degree,free/reduced,none,90,87,75,< 5,sometimes,yes,,private,9/26/2022
301,male,group A,some college,NULL,completed,81,78,81,< 5,regularly,no,1,school_bus,9/27/2022
302,male,group D,some high school,free/reduced,none,56,54,52,< 5,sometimes,yes,2,,9/28/2022
303,female,group C,associate's degree,standard,completed,67,84,81,> 10,never,no,3,private,9/29/2022
304,male,group B,associate's degree,standard,none,80,76,64,< 5,regularly,yes,2,private,9/30/2022
305,female,group C,associate's degree,standard,completed,74,75,83,10-May,sometimes,yes,5,private,10/1/2022
306,male,group A,some college,standard,none,69,67,69,< 5,sometimes,no,1,,10/2/2022
307,male,group E,some college,standard,NULL,99,87,81,10-May,sometimes,yes,3,school_bus,10/3/2022
308,male,group C,some high school,standard,none,51,NULL,44,10-May,sometimes,yes,1,school_bus,10/4/2022
309,female,group B,associate's degree,free/reduced,none,53,71,67,> 10,regularly,yes,2,school_bus,10/5/2022
310,female,group D,high school,free/reduced,none,49,NULL,52,10-May,sometimes,yes,5,school_bus,10/6/2022
311,female,group B,associate's degree,NULL,none,73,76,80,< 5,sometimes,yes,2,school_bus,10/7/2022
312,male,group B,bachelor's degree,standard,none,66,60,57,< 5,regularly,yes,,school_bus,10/8/2022
313,male,group D,bachelor's degree,standard,completed,67,61,68,< 5,sometimes,no,3,private,10/9/2022
314,female,group C,associate's degree,free/reduced,completed,68,67,69,> 10,never,no,3,school_bus,10/10/2022
315,female,group C,bachelor's degree,standard,completed,59,64,75,10-May,sometimes,yes,NULL,school_bus,10/11/2022
316,male,group C,NULL,standard,none,71,66,NULL,,sometimes,yes,1,,10/12/2022
317,female,group D,master's degree,standard,completed,77,82,91,10-May,regularly,yes,2,,10/13/2022
318,male,group C,associate's degree,standard,none,83,72,78,10-May,regularly,no,,private,10/14/2022
319,male,group B,bachelor's degree,standard,none,63,71,69,10-May,regularly,yes,2,,NULL
320,female,group D,associate's degree,free/reduced,none,56,65,63,< 5,sometimes,no,3,school_bus,10/16/2022
321,female,group C,high school,free/reduced,completed,67,79,84,10-May,sometimes,yes,3,school_bus,10/17/2022
322,female,group E,high school,standard,none,75,86,79,> 10,regularly,yes,1,school_bus,10/18/2022
323,female,group C,some college,standard,none,71,81,80,10-May,regularly,yes,0,,10/19/2022
324,female,group C,some high school,free/reduced,none,43,53,53,< 5,sometimes,yes,1,school_bus,10/20/2022
325,female,group C,high school,free/reduced,none,41,46,43,< 5,sometimes,yes,3,private,10/21/2022
326,female,group C,some college,standard,none,82,90,94,< 5,regularly,yes,NULL,school_bus,10/22/2022
327,male,group C,some college,standard,none,61,61,62,10-May,sometimes,yes,4,private,10/23/2022
328,male,group A,some college,NULL,none,28,23,19,10-May,sometimes,no,NULL,school_bus,10/24/2022
329,male,group C,associate's degree,standard,completed,82,NULL,77,< 5,regularly,yes,0,NULL,10/25/2022
330,female,group B,some high school,standard,none,41,55,51,> 10,regularly,yes,2,private,10/26/2022
331,NULL,group C,high school,standard,none,71,60,61,10-May,sometimes,yes,0,private,10/27/2022
332,male,group C,associate's degree,standard,none,47,37,35,> 10,,no,4,school_bus,10/28/2022
333,male,group E,associate's degree,standard,completed,62,56,53,< 5,sometimes,no,1,school_bus,10/29/2022
334,male,group B,associate's degree,standard,none,90,78,81,< 5,regularly,no,1,private,10/30/2022
335,female,group C,bachelor's degree,standard,none,83,93,95,< 5,never,yes,2,,10/31/2022
336,female,group B,some college,free/reduced,none,61,68,66,> 10,regularly,no,3,school_bus,11/1/2022
337,male,group D,some high school,NULL,completed,76,70,69,10-May,sometimes,no,2,private,11/2/2022
338,male,group C,associate's degree,standard,none,49,51,43,< 5,sometimes,yes,1,private,11/3/2022
339,female,group B,some high school,free/reduced,none,24,38,27,< 5,sometimes,no,1,private,11/4/2022
340,female,group D,some high school,free/reduced,completed,35,55,60,10-May,never,yes,1,school_bus,11/5/2022
341,male,group C,high school,free/reduced,none,58,61,52,10-May,regularly,yes,3,private,11/6/2022
342,female,group C,high school,standard,none,61,NULL,63,10-May,regularly,no,2,private,11/7/2022
343,female,group B,high school,standard,completed,69,76,74,< 5,sometimes,no,3,school_bus,11/8/2022
344,male,group D,associate's degree,standard,completed,67,72,67,10-May,regularly,yes,1,school_bus,11/9/2022
345,male,group D,some college,standard,none,79,73,67,> 10,regularly,no,2,private,11/10/2022
346,female,group C,high school,standard,none,72,80,NULL,10-May,sometimes,yes,2,,11/11/2022
347,male,group B,some college,standard,none,62,61,57,> 10,regularly,NULL,3,private,11/12/2022
348,female,group C,bachelor's degree,standard,completed,77,94,95,10-May,sometimes,yes,2,private,11/13/2022
349,male,group D,high school,free/reduced,none,75,74,66,10-May,regularly,yes,5,school_bus,11/14/2022
350,male,group E,associate's degree,standard,none,87,74,76,10-May,regularly,yes,3,private,11/15/2022
351,female,group B,bachelor's degree,standard,none,52,65,69,NULL,sometimes,no,4,school_bus,11/16/2022
352,male,group E,some college,standard,none,66,NULL,52,> 10,NULL,yes,0,private,11/17/2022
353,female,group C,some college,standard,completed,63,78,80,> 10,sometimes,yes,1,private,11/18/2022
354,female,group C,associate's degree,standard,none,46,58,57,> 10,sometimes,yes,0,,11/19/2022
355,female,group C,some college,standard,none,59,71,70,> 10,sometimes,no,2,school_bus,11/20/2022
356,female,group B,bachelor's degree,standard,none,61,72,70,10-May,sometimes,yes,,private,11/21/2022
357,male,group A,associate's degree,standard,none,63,61,61,> 10,sometimes,no,1,private,NULL
358,female,NULL,NULL,free/reduced,completed,42,66,69,10-May,regularly,yes,NULL,private,11/23/2022
359,male,group D,some college,NULL,none,59,62,61,10-May,sometimes,yes,1,NULL,11/24/2022
360,female,group D,some college,standard,none,80,90,89,< 5,sometimes,yes,0,private,11/25/2022
361,NULL,group B,high school,standard,none,58,62,59,10-May,sometimes,no,NULL,,11/26/2022
362,male,group B,some high school,standard,completed,85,84,78,> 10,regularly,yes,3,private,11/27/2022
363,female,group C,some college,standard,none,52,58,58,10-May,never,no,5,private,11/28/2022
364,female,group D,some high school,NULL,none,27,34,32,10-May,regularly,yes,2,private,11/29/2022
365,male,group C,some college,standard,none,59,60,58,< 5,sometimes,yes,0,school_bus,11/30/2022
366,male,group A,bachelor's degree,free/reduced,completed,49,58,60,10-May,regularly,yes,4,school_bus,12/1/2022
367,male,group C,high school,standard,completed,69,58,53,10-May,sometimes,yes,3,private,NULL
368,male,group C,bachelor's degree,free/reduced,none,61,66,61,< 5,sometimes,no,1,school_bus,12/3/2022
369,female,group A,some high school,free/reduced,none,44,64,58,10-May,regularly,yes,0,private,12/4/2022
370,female,group D,some high school,standard,none,73,84,85,< 5,sometimes,no,NULL,private,12/5/2022
371,male,group E,some college,standard,none,84,77,71,> 10,sometimes,yes,3,school_bus,12/6/2022
372,female,group C,some college,free/reduced,completed,45,73,70,> 10,NULL,yes,4,private,12/7/2022
373,male,group D,some high school,standard,none,74,74,72,10-May,sometimes,no,,school_bus,12/8/2022
374,female,group D,some college,standard,NULL,82,97,96,10-May,never,no,5,school_bus,12/9/2022
375,female,group D,bachelor's degree,standard,none,59,70,73,< 5,regularly,yes,0,school_bus,12/10/2022
376,male,group E,associate's degree,free/reduced,none,46,43,41,< 5,never,no,4,private,12/11/2022
377,female,group D,some high school,standard,none,80,90,82,NULL,regularly,yes,3,private,12/12/2022
378,female,group D,master's degree,free/reduced,completed,85,95,100,,sometimes,no,1,school_bus,12/13/2022
379,female,group A,some high school,standard,none,71,83,77,> 10,regularly,no,NULL,school_bus,12/14/2022
380,male,group A,NULL,standard,none,NULL,64,62,10-May,sometimes,yes,4,private,12/15/2022
381,female,group B,associate's degree,standard,none,80,86,83,10-May,regularly,yes,0,school_bus,NULL
382,male,group C,associate's degree,standard,completed,87,100,95,< 5,regularly,yes,,,12/17/2022
383,male,group C,master's degree,free/reduced,NULL,79,81,71,> 10,regularly,no,3,school_bus,12/18/2022
384,female,group E,some high school,free/reduced,none,38,49,45,10-May,regularly,yes,3,school_bus,12/19/2022
385,female,group A,some high school,free/reduced,none,38,43,43,10-May,sometimes,no,2,school_bus,12/20/2022
386,female,group E,some college,standard,none,67,76,75,> 10,never,no,5,school_bus,12/21/2022
387,female,group E,NULL,standard,none,64,73,NULL,10-May,regularly,yes,2,private,12/22/2022
388,female,group C,associate's degree,free/reduced,none,57,78,67,10-May,regularly,yes,4,school_bus,12/23/2022
389,female,group D,high school,standard,none,62,64,64,,sometimes,yes,3,private,12/24/2022
390,male,group D,master's degree,standard,none,73,70,75,10-May,regularly,yes,3,school_bus,12/25/2022
391,male,group E,some high school,free/reduced,completed,73,NULL,NULL,10-May,regularly,no,3,private,12/26/2022
392,female,group D,some college,standard,none,77,68,77,< 5,sometimes,yes,3,private,12/27/2022
393,male,group E,some college,standard,none,76,67,67,< 5,sometimes,yes,3,,12/28/2022
394,male,group C,associate's degree,standard,completed,57,54,56,10-May,regularly,no,4,private,12/29/2022
395,female,group C,some high school,standard,completed,65,74,77,10-May,sometimes,no,3,private,12/30/2022
396,male,group A,high school,free/reduced,none,48,45,41,< 5,regularly,no,2,,12/31/2022
397,NULL,group B,high school,free/reduced,none,50,67,63,> 10,never,yes,0,private,1/1/2022
398,female,group C,associate's degree,standard,NULL,85,89,95,< 5,sometimes,NULL,0,,1/2/2022
399,male,group B,some high school,standard,none,74,63,57,10-May,,no,2,private,1/3/2022
400,male,group D,some high school,standard,none,60,59,54,< 5,sometimes,yes,3,school_bus,1/4/2022
401,female,group C,some high school,standard,completed,59,54,67,10-May,regularly,yes,NULL,school_bus,1/5/2022
402,male,group A,some college,standard,none,53,43,43,10-May,regularly,yes,0,private,1/6/2022
403,female,group A,some college,free/reduced,none,49,65,55,,sometimes,yes,1,private,NULL
404,female,group D,high school,standard,completed,88,99,100,> 10,sometimes,no,3,school_bus,1/8/2022
405,female,group C,high school,standard,none,54,59,62,< 5,sometimes,,1,private,1/9/2022
406,female,group C,some high school,standard,none,63,73,68,,sometimes,yes,3,school_bus,1/10/2022
407,male,group B,associate's degree,standard,completed,65,65,63,< 5,NULL,yes,4,school_bus,1/11/2022
408,female,group B,associate's degree,standard,none,82,80,77,< 5,sometimes,no,,school_bus,1/12/2022
409,female,group D,high school,free/reduced,completed,52,57,56,> 10,sometimes,no,1,,1/13/2022
410,male,group D,associate's degree,standard,completed,87,84,85,10-May,sometimes,no,7,private,1/14/2022
411,female,group D,master's degree,standard,completed,70,71,74,10-May,regularly,yes,3,school_bus,1/15/2022
412,male,group E,some college,standard,completed,84,83,78,10-May,sometimes,yes,1,private,1/16/2022
413,male,group D,associate's degree,standard,none,71,66,60,< 5,NULL,yes,0,school_bus,1/17/2022
414,male,group B,some high school,standard,completed,63,67,67,10-May,sometimes,,0,school_bus,1/18/2022
415,female,group C,bachelor's degree,free/reduced,completed,51,72,79,10-May,regularly,no,1,school_bus,1/19/2022
416,male,group E,high school,standard,none,84,73,69,,sometimes,yes,2,,1/20/2022
417,male,group C,bachelor's degree,standard,completed,71,74,68,10-May,sometimes,yes,2,school_bus,1/21/2022
418,male,group C,associate's degree,standard,none,74,73,67,< 5,sometimes,no,1,school_bus,1/22/2022
419,male,group D,some college,standard,none,68,59,62,10-May,sometimes,yes,0,school_bus,1/23/2022
420,male,group E,high school,free/reduced,completed,57,56,54,10-May,regularly,,3,,1/24/2022
421,female,group C,associate's degree,free/reduced,completed,82,93,93,> 10,regularly,yes,NULL,school_bus,1/25/2022
422,female,group D,high school,standard,completed,57,58,64,> 10,regularly,yes,2,school_bus,1/26/2022
423,female,group D,master's degree,free/reduced,completed,47,58,67,10-May,regularly,NULL,4,school_bus,1/27/2022
424,female,group A,some high school,standard,completed,59,85,80,10-May,regularly,yes,,school_bus,1/28/2022
425,NULL,group B,some college,free/reduced,none,41,39,34,10-May,sometimes,yes,3,private,1/29/2022
426,female,group C,some college,free/reduced,NULL,62,NULL,62,10-May,sometimes,,5,school_bus,1/30/2022
427,male,NULL,bachelor's degree,standard,none,86,83,86,> 10,regularly,no,1,school_bus,1/31/2022
428,male,group C,some high school,free/reduced,none,69,71,65,> 10,never,yes,3,private,2/1/2022
429,male,group A,some high school,free/reduced,none,65,59,53,10-May,regularly,yes,3,private,2/2/2022
430,male,group C,some high school,free/reduced,none,68,63,54,10-May,sometimes,yes,0,school_bus,2/3/2022
431,male,group C,associate's degree,free/reduced,none,64,66,59,10-May,sometimes,no,3,school_bus,2/4/2022
432,female,group C,high school,standard,none,61,72,70,10-May,regularly,yes,1,,2/5/2022
433,male,NULL,high school,standard,none,61,56,55,,regularly,,2,school_bus,2/6/2022
434,female,group A,some high school,free/reduced,none,47,59,50,10-May,sometimes,no,4,,2/7/2022
435,male,group C,some high school,standard,none,73,66,66,< 5,regularly,no,NULL,private,2/8/2022
436,male,group C,some college,free/reduced,completed,50,48,NULL,10-May,sometimes,yes,1,school_bus,2/9/2022
437,male,group D,associate's degree,standard,none,75,68,64,10-May,never,no,1,private,2/10/2022
438,male,group D,associate's degree,free/reduced,none,75,66,73,10-May,sometimes,yes,4,school_bus,2/11/2022
439,male,group C,high school,standard,none,70,56,51,10-May,sometimes,yes,,private,2/12/2022
440,male,group D,some high school,standard,completed,89,88,82,10-May,sometimes,no,4,,2/13/2022
441,female,group C,some college,standard,completed,NULL,81,79,> 10,sometimes,no,1,school_bus,2/14/2022
442,NULL,group D,high school,standard,none,78,81,80,> 10,regularly,no,7,school_bus,2/15/2022
443,female,group A,some high school,free/reduced,none,59,73,69,NULL,regularly,yes,3,private,2/16/2022
444,female,group B,associate's degree,standard,none,73,83,76,10-May,regularly,yes,2,private,2/17/2022
445,male,group A,some high school,free/reduced,none,79,82,73,10-May,sometimes,no,1,private,2/18/2022
446,female,group C,some high school,standard,completed,67,74,77,< 5,regularly,yes,0,private,2/19/2022
447,male,group D,some college,free/reduced,none,69,66,60,10-May,sometimes,yes,4,school_bus,2/20/2022
448,male,group C,high school,standard,completed,86,81,80,> 10,sometimes,no,5,private,2/21/2022
449,male,group B,high school,NULL,none,47,46,42,10-May,sometimes,yes,2,private,2/22/2022
450,male,group B,associate's degree,standard,none,81,73,72,> 10,sometimes,yes,3,,2/23/2022
451,female,group C,some college,free/reduced,completed,64,85,85,10-May,sometimes,yes,2,school_bus,2/24/2022
452,female,group E,some college,NULL,none,100,92,97,10-May,sometimes,no,1,school_bus,2/25/2022
453,female,group C,associate's degree,free/reduced,none,65,77,74,10-May,never,NULL,1,private,2/26/2022
